ID;RFERR;ARCH1;ARCH2;QSURF;QPERC;ESOIL;QINTF;Q_TDH;SNOWM
1704;multiplc_e;onestate_1;fixedsiz_2;prms_varnt;perc_lower;rootweight;intflwsome;no_routing;temp_index
1705;additive_e;tension1_1;tens2pll_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1706;multiplc_e;tension1_1;tens2pll_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1707;additive_e;tension2_1;tens2pll_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1708;multiplc_e;tension2_1;tens2pll_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1709;additive_e;onestate_1;tens2pll_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1710;multiplc_e;onestate_1;tens2pll_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1711;additive_e;tension1_1;unlimfrc_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1712;multiplc_e;tension1_1;unlimfrc_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1713;additive_e;tension2_1;unlimfrc_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1714;multiplc_e;tension2_1;unlimfrc_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1715;additive_e;onestate_1;unlimfrc_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1716;multiplc_e;onestate_1;unlimfrc_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1717;additive_e;tension1_1;unlimpow_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1718;multiplc_e;tension1_1;unlimpow_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1719;additive_e;tension2_1;unlimpow_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1720;multiplc_e;tension2_1;unlimpow_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1721;additive_e;onestate_1;unlimpow_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1722;multiplc_e;onestate_1;unlimpow_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1723;additive_e;tension1_1;fixedsiz_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1724;multiplc_e;tension1_1;fixedsiz_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1725;additive_e;tension2_1;fixedsiz_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1726;multiplc_e;tension2_1;fixedsiz_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1727;additive_e;onestate_1;fixedsiz_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1728;multiplc_e;onestate_1;fixedsiz_2;tmdl_param;perc_lower;rootweight;intflwsome;no_routing;temp_index
1729;additive_e;tension1_1;tens2pll_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1730;multiplc_e;tension1_1;tens2pll_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1731;additive_e;tension2_1;tens2pll_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1732;multiplc_e;tension2_1;tens2pll_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1733;additive_e;onestate_1;tens2pll_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1734;multiplc_e;onestate_1;tens2pll_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1735;additive_e;tension1_1;unlimfrc_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1736;multiplc_e;tension1_1;unlimfrc_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1737;additive_e;tension2_1;unlimfrc_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1738;multiplc_e;tension2_1;unlimfrc_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1739;additive_e;onestate_1;unlimfrc_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1740;multiplc_e;onestate_1;unlimfrc_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1741;additive_e;tension1_1;unlimpow_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1742;multiplc_e;tension1_1;unlimpow_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1743;additive_e;tension2_1;unlimpow_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1744;multiplc_e;tension2_1;unlimpow_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1745;additive_e;onestate_1;unlimpow_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1746;multiplc_e;onestate_1;unlimpow_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1747;additive_e;tension1_1;fixedsiz_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1748;multiplc_e;tension1_1;fixedsiz_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1749;additive_e;tension2_1;fixedsiz_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1750;multiplc_e;tension2_1;fixedsiz_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1751;additive_e;onestate_1;fixedsiz_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1752;multiplc_e;onestate_1;fixedsiz_2;arno_x_vic;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1753;additive_e;tension1_1;tens2pll_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1754;multiplc_e;tension1_1;tens2pll_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1755;additive_e;tension2_1;tens2pll_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1756;multiplc_e;tension2_1;tens2pll_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1757;additive_e;onestate_1;tens2pll_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1758;multiplc_e;onestate_1;tens2pll_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1759;additive_e;tension1_1;unlimfrc_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1760;multiplc_e;tension1_1;unlimfrc_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1761;additive_e;tension2_1;unlimfrc_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1762;multiplc_e;tension2_1;unlimfrc_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1763;additive_e;onestate_1;unlimfrc_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1764;multiplc_e;onestate_1;unlimfrc_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1765;additive_e;tension1_1;unlimpow_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1766;multiplc_e;tension1_1;unlimpow_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1767;additive_e;tension2_1;unlimpow_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1768;multiplc_e;tension2_1;unlimpow_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1769;additive_e;onestate_1;unlimpow_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1770;multiplc_e;onestate_1;unlimpow_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1771;additive_e;tension1_1;fixedsiz_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1772;multiplc_e;tension1_1;fixedsiz_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1773;additive_e;tension2_1;fixedsiz_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1774;multiplc_e;tension2_1;fixedsiz_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1775;additive_e;onestate_1;fixedsiz_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1776;multiplc_e;onestate_1;fixedsiz_2;prms_varnt;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1777;additive_e;tension1_1;tens2pll_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1778;multiplc_e;tension1_1;tens2pll_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1779;additive_e;tension2_1;tens2pll_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1780;multiplc_e;tension2_1;tens2pll_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1781;additive_e;onestate_1;tens2pll_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1782;multiplc_e;onestate_1;tens2pll_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1783;additive_e;tension1_1;unlimfrc_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1784;multiplc_e;tension1_1;unlimfrc_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1785;additive_e;tension2_1;unlimfrc_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1786;multiplc_e;tension2_1;unlimfrc_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1787;additive_e;onestate_1;unlimfrc_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1788;multiplc_e;onestate_1;unlimfrc_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1789;additive_e;tension1_1;unlimpow_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1790;multiplc_e;tension1_1;unlimpow_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1791;additive_e;tension2_1;unlimpow_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1792;multiplc_e;tension2_1;unlimpow_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1793;additive_e;onestate_1;unlimpow_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1794;multiplc_e;onestate_1;unlimpow_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1795;additive_e;tension1_1;fixedsiz_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1796;multiplc_e;tension1_1;fixedsiz_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1797;additive_e;tension2_1;fixedsiz_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1798;multiplc_e;tension2_1;fixedsiz_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1799;additive_e;onestate_1;fixedsiz_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1800;multiplc_e;onestate_1;fixedsiz_2;tmdl_param;perc_f2sat;sequential;intflwnone;rout_gamma;no_snowmod
1801;additive_e;tension1_1;tens2pll_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1802;multiplc_e;tension1_1;tens2pll_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1803;additive_e;tension2_1;tens2pll_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1804;multiplc_e;tension2_1;tens2pll_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1805;additive_e;onestate_1;tens2pll_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1806;multiplc_e;onestate_1;tens2pll_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1807;additive_e;tension1_1;unlimfrc_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1808;multiplc_e;tension1_1;unlimfrc_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1809;additive_e;tension2_1;unlimfrc_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1810;multiplc_e;tension2_1;unlimfrc_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1811;additive_e;onestate_1;unlimfrc_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1812;multiplc_e;onestate_1;unlimfrc_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1813;additive_e;tension1_1;unlimpow_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1814;multiplc_e;tension1_1;unlimpow_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1815;additive_e;tension2_1;unlimpow_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1816;multiplc_e;tension2_1;unlimpow_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1817;additive_e;onestate_1;unlimpow_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1818;multiplc_e;onestate_1;unlimpow_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1819;additive_e;tension1_1;fixedsiz_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1820;multiplc_e;tension1_1;fixedsiz_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1821;additive_e;tension2_1;fixedsiz_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1822;multiplc_e;tension2_1;fixedsiz_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1823;additive_e;onestate_1;fixedsiz_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1824;multiplc_e;onestate_1;fixedsiz_2;arno_x_vic;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1825;additive_e;tension1_1;tens2pll_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1826;multiplc_e;tension1_1;tens2pll_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1827;additive_e;tension2_1;tens2pll_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1828;multiplc_e;tension2_1;tens2pll_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1829;additive_e;onestate_1;tens2pll_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1830;multiplc_e;onestate_1;tens2pll_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1831;additive_e;tension1_1;unlimfrc_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1832;multiplc_e;tension1_1;unlimfrc_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1833;additive_e;tension2_1;unlimfrc_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1834;multiplc_e;tension2_1;unlimfrc_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1835;additive_e;onestate_1;unlimfrc_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1836;multiplc_e;onestate_1;unlimfrc_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1837;additive_e;tension1_1;unlimpow_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1838;multiplc_e;tension1_1;unlimpow_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1839;additive_e;tension2_1;unlimpow_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1840;multiplc_e;tension2_1;unlimpow_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1841;additive_e;onestate_1;unlimpow_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1842;multiplc_e;onestate_1;unlimpow_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1843;additive_e;tension1_1;fixedsiz_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1844;multiplc_e;tension1_1;fixedsiz_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1845;additive_e;tension2_1;fixedsiz_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1846;multiplc_e;tension2_1;fixedsiz_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1847;additive_e;onestate_1;fixedsiz_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1848;multiplc_e;onestate_1;fixedsiz_2;prms_varnt;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1849;additive_e;tension1_1;tens2pll_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1850;multiplc_e;tension1_1;tens2pll_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1851;additive_e;tension2_1;tens2pll_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1852;multiplc_e;tension2_1;tens2pll_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1853;additive_e;onestate_1;tens2pll_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1854;multiplc_e;onestate_1;tens2pll_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1855;additive_e;tension1_1;unlimfrc_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1856;multiplc_e;tension1_1;unlimfrc_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1857;additive_e;tension2_1;unlimfrc_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1858;multiplc_e;tension2_1;unlimfrc_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1859;additive_e;onestate_1;unlimfrc_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1860;multiplc_e;onestate_1;unlimfrc_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1861;additive_e;tension1_1;unlimpow_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1862;multiplc_e;tension1_1;unlimpow_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1863;additive_e;tension2_1;unlimpow_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1864;multiplc_e;tension2_1;unlimpow_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1865;additive_e;onestate_1;unlimpow_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1866;multiplc_e;onestate_1;unlimpow_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1867;additive_e;tension1_1;fixedsiz_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1868;multiplc_e;tension1_1;fixedsiz_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1869;additive_e;tension2_1;fixedsiz_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1870;multiplc_e;tension2_1;fixedsiz_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1871;additive_e;onestate_1;fixedsiz_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1872;multiplc_e;onestate_1;fixedsiz_2;tmdl_param;perc_w2sat;sequential;intflwnone;rout_gamma;no_snowmod
1873;additive_e;tension1_1;tens2pll_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1874;multiplc_e;tension1_1;tens2pll_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1875;additive_e;tension2_1;tens2pll_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1876;multiplc_e;tension2_1;tens2pll_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1877;additive_e;onestate_1;tens2pll_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1878;multiplc_e;onestate_1;tens2pll_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1879;additive_e;tension1_1;unlimfrc_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1880;multiplc_e;tension1_1;unlimfrc_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1881;additive_e;tension2_1;unlimfrc_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1882;multiplc_e;tension2_1;unlimfrc_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1883;additive_e;onestate_1;unlimfrc_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1884;multiplc_e;onestate_1;unlimfrc_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1885;additive_e;tension1_1;unlimpow_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1886;multiplc_e;tension1_1;unlimpow_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1887;additive_e;tension2_1;unlimpow_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1888;multiplc_e;tension2_1;unlimpow_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1889;additive_e;onestate_1;unlimpow_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1890;multiplc_e;onestate_1;unlimpow_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1891;additive_e;tension1_1;fixedsiz_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1892;multiplc_e;tension1_1;fixedsiz_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1893;additive_e;tension2_1;fixedsiz_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1894;multiplc_e;tension2_1;fixedsiz_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1895;additive_e;onestate_1;fixedsiz_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1896;multiplc_e;onestate_1;fixedsiz_2;arno_x_vic;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1897;additive_e;tension1_1;tens2pll_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1898;multiplc_e;tension1_1;tens2pll_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1899;additive_e;tension2_1;tens2pll_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1900;multiplc_e;tension2_1;tens2pll_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1901;additive_e;onestate_1;tens2pll_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1902;multiplc_e;onestate_1;tens2pll_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1903;additive_e;tension1_1;unlimfrc_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1904;multiplc_e;tension1_1;unlimfrc_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1905;additive_e;tension2_1;unlimfrc_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1906;multiplc_e;tension2_1;unlimfrc_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1907;additive_e;onestate_1;unlimfrc_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1908;multiplc_e;onestate_1;unlimfrc_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1909;additive_e;tension1_1;unlimpow_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1910;multiplc_e;tension1_1;unlimpow_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1911;additive_e;tension2_1;unlimpow_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1912;multiplc_e;tension2_1;unlimpow_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1913;additive_e;onestate_1;unlimpow_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1914;multiplc_e;onestate_1;unlimpow_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1915;additive_e;tension1_1;fixedsiz_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1916;multiplc_e;tension1_1;fixedsiz_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1917;additive_e;tension2_1;fixedsiz_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1918;multiplc_e;tension2_1;fixedsiz_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1919;additive_e;onestate_1;fixedsiz_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1920;multiplc_e;onestate_1;fixedsiz_2;prms_varnt;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1921;additive_e;tension1_1;tens2pll_2;tmdl_param;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1922;multiplc_e;tension1_1;tens2pll_2;tmdl_param;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1923;additive_e;tension2_1;tens2pll_2;tmdl_param;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1924;multiplc_e;tension2_1;tens2pll_2;tmdl_param;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1925;additive_e;onestate_1;tens2pll_2;tmdl_param;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1926;multiplc_e;onestate_1;tens2pll_2;tmdl_param;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1927;additive_e;tension1_1;unlimfrc_2;tmdl_param;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
1928;multiplc_e;tension1_1;unlimfrc_2;tmdl_param;perc_lower;sequential;intflwnone;rout_gamma;no_snowmod
